"","state","day","statename","PriceD","VolumeD","PriceR","VolumeR","Obama","Romney","EV"
"46","AK","2011-08-24","Alaska",0,0,0,0,41,55,3
"47","AK","2011-01-30","Alaska",0,0,0,0,41,55,3
"48","AK","2012-03-17","Alaska",NA,0,NA,0,41,55,3
"49","AK","2011-08-20","Alaska",0,0,0,0,41,55,3
"50","AK","2012-05-03","Alaska",NA,0,NA,0,41,55,3
"51","AK","2011-11-10","Alaska",0,0,0,0,41,55,3
"52","AK","2011-12-19","Alaska",0,0,0,0,41,55,3
"53","AK","2011-11-06","Alaska",0,0,0,0,41,55,3
"54","AK","2012-01-22","Alaska",0,0,0,0,41,55,3
"55","AK","2012-04-28","Alaska",NA,0,NA,0,41,55,3
"56","AK","2012-03-22","Alaska",NA,0,NA,0,41,55,3
"57","AK","2011-01-31","Alaska",0,0,0,0,41,55,3
"58","AK","2011-08-21","Alaska",0,0,0,0,41,55,3
"59","AK","2011-08-17","Alaska",0,0,0,0,41,55,3
"60","AK","2011-12-24","Alaska",0,0,0,0,41,55,3
"61","AK","2011-11-11","Alaska",0,0,0,0,41,55,3
"62","AK","2012-03-27","Alaska",NA,0,NA,0,41,55,3
"63","AK","2011-04-03","Alaska",0,0,0,0,41,55,3
"64","AK","2012-01-23","Alaska",0,0,0,0,41,55,3
"65","AK","2011-03-17","Alaska",0,0,0,0,41,55,3
"66","AK","2012-01-19","Alaska",0,0,0,0,41,55,3
"67","AK","2012-03-19","Alaska",NA,0,NA,0,41,55,3
"68","AK","2012-06-15","Alaska",NA,0,NA,0,41,55,3
"69","AK","2012-04-05","Alaska",NA,0,NA,0,41,55,3
"70","AK","2011-08-18","Alaska",0,0,0,0,41,55,3
"71","AK","2012-05-01","Alaska",NA,0,NA,0,41,55,3
"72","AK","2012-03-24","Alaska",NA,0,NA,0,41,55,3
"73","AK","2012-04-10","Alaska",NA,0,NA,0,41,55,3
"74","AK","2011-08-10","Alaska",0,0,0,0,41,55,3
"75","AK","2011-08-27","Alaska",0,0,0,0,41,55,3
"76","AK","2012-06-13","Alaska",NA,0,NA,0,41,55,3
"77","AK","2011-03-14","Alaska",0,0,0,0,41,55,3
"78","AK","2011-12-30","Alaska",0,0,0,0,41,55,3
"79","AK","2011-10-14","Alaska",0,0,0,0,41,55,3
"80","AK","2012-02-28","Alaska",0,0,0,0,41,55,3
"81","AK","2012-02-15","Alaska",0,0,0,0,41,55,3
"82","AK","2011-11-09","Alaska",0,0,0,0,41,55,3
"83","AK","2011-04-05","Alaska",0,0,0,0,41,55,3
"84","AK","2011-08-11","Alaska",0,0,0,0,41,55,3
"85","AK","2011-02-08","Alaska",0,0,0,0,41,55,3
"86","AK","2012-07-31","Alaska",NA,0,90,0,41,55,3
"87","AK","2012-02-03","Alaska",0,0,0,0,41,55,3
"88","AK","2011-12-31","Alaska",0,0,0,0,41,55,3
"89","AK","2012-07-27","Alaska",NA,0,90,0,41,55,3
"90","AK","2012-02-29","Alaska",0,0,0,0,41,55,3
"91","AK","2012-05-20","Alaska",NA,0,NA,0,41,55,3
"92","AK","2012-04-29","Alaska",NA,0,NA,0,41,55,3
"93","AK","2011-03-24","Alaska",0,0,0,0,41,55,3
"94","AK","2012-04-12","Alaska",NA,0,NA,0,41,55,3
"95","AK","2012-09-21","Alaska",NA,0,97.5,0,41,55,3
"96","AK","2012-01-05","Alaska",0,0,0,0,41,55,3
"97","AK","2011-10-29","Alaska",0,0,0,0,41,55,3
"98","AK","2012-05-08","Alaska",NA,0,NA,0,41,55,3
"99","AK","2012-04-04","Alaska",NA,0,NA,0,41,55,3
"100","AK","2012-05-04","Alaska",NA,0,NA,0,41,55,3
"101","AK","2012-01-10","Alaska",0,0,0,0,41,55,3
"102","AK","2011-12-20","Alaska",0,0,0,0,41,55,3
"103","AK","2011-11-07","Alaska",0,0,0,0,41,55,3
"104","AK","2012-04-13","Alaska",NA,0,NA,0,41,55,3
"105","AK","2012-06-16","Alaska",NA,0,NA,0,41,55,3
"106","AK","2011-08-26","Alaska",0,0,0,0,41,55,3
"107","AK","2011-11-20","Alaska",0,0,0,0,41,55,3
"108","AK","2011-08-22","Alaska",0,0,0,0,41,55,3
"109","AK","2012-01-15","Alaska",0,0,0,0,41,55,3
"110","AK","2012-07-25","Alaska",NA,0,90,0,41,55,3
"111","AK","2011-11-12","Alaska",0,0,0,0,41,55,3
"112","AK","2011-11-08","Alaska",0,0,0,0,41,55,3
"113","AK","2011-03-22","Alaska",0,0,0,0,41,55,3
"114","AK","2012-01-24","Alaska",0,0,0,0,41,55,3
"115","AK","2012-02-06","Alaska",0,0,0,0,41,55,3
"116","AK","2012-09-19","Alaska",NA,0,97.5,0,41,55,3
"117","AK","2011-08-23","Alaska",0,0,0,0,41,55,3
"118","AK","2011-01-24","Alaska",0,0,0,0,41,55,3
"119","AK","2012-05-06","Alaska",NA,0,NA,0,41,55,3
"120","AK","2012-06-26","Alaska",NA,0,NA,0,41,55,3
"121","AK","2011-11-13","Alaska",0,0,0,0,41,55,3
"122","AK","2011-12-22","Alaska",0,0,0,0,41,55,3
"123","AK","2012-02-11","Alaska",0,0,0,0,41,55,3
"124","AK","2012-01-25","Alaska",0,0,0,0,41,55,3
"125","AK","2011-12-05","Alaska",0,0,0,0,41,55,3
"126","AK","2012-07-18","Alaska",NA,0,90,0,41,55,3
"127","AK","2012-05-11","Alaska",NA,0,NA,0,41,55,3
"128","AK","2011-04-01","Alaska",0,0,0,0,41,55,3
"129","AK","2011-10-15","Alaska",0,0,0,0,41,55,3
"130","AK","2012-07-10","Alaska",NA,0,90,1,41,55,3
"131","AK","2012-02-16","Alaska",0,0,0,0,41,55,3
"132","AK","2012-08-30","Alaska",NA,0,97.5,0,41,55,3
"133","AK","2011-04-06","Alaska",0,0,0,0,41,55,3
"134","AK","2011-08-12","Alaska",0,0,0,0,41,55,3
"135","AK","2012-05-16","Alaska",NA,0,NA,0,41,55,3
"136","AK","2012-02-04","Alaska",0,0,0,0,41,55,3
"137","AK","2012-09-17","Alaska",NA,0,97.5,0,41,55,3
"138","AK","2012-01-01","Alaska",0,0,0,0,41,55,3
"139","AK","2012-06-28","Alaska",NA,0,NA,0,41,55,3
"140","AK","2012-03-01","Alaska",0,0,0,0,41,55,3
"141","AK","2012-05-21","Alaska",NA,0,NA,0,41,55,3
"142","AK","2011-04-07","Alaska",0,0,0,0,41,55,3
"143","AK","2011-03-25","Alaska",0,0,0,0,41,55,3
"144","AK","2012-07-03","Alaska",NA,0,NA,0,41,55,3
"145","AK","2012-09-22","Alaska",NA,0,97.5,0,41,55,3
"146","AK","2012-01-06","Alaska",0,0,0,0,41,55,3
"147","AK","2012-08-02","Alaska",NA,0,90,0,41,55,3
"148","AK","2012-05-09","Alaska",NA,0,NA,0,41,55,3
"149","AK","2012-06-29","Alaska",NA,0,NA,0,41,55,3
"150","AK","2012-03-02","Alaska",NA,0,NA,0,41,55,3
"151","AK","2012-01-11","Alaska",0,0,0,0,41,55,3
"152","AK","2011-04-08","Alaska",0,0,0,0,41,55,3
"153","AK","2011-08-14","Alaska",0,0,0,0,41,55,3
"154","AK","2012-04-14","Alaska",NA,0,NA,0,41,55,3
"155","AK","2012-06-17","Alaska",NA,0,NA,0,41,55,3
"156","AK","2012-05-14","Alaska",NA,0,NA,0,41,55,3
"157","AK","2012-01-03","Alaska",0,0,0,0,41,55,3
"158","AK","2011-10-27","Alaska",0,0,0,0,41,55,3
"159","AK","2012-01-16","Alaska",0,0,0,0,41,55,3
"160","AK","2012-07-26","Alaska",NA,0,90,0,41,55,3
"161","AK","2012-07-09","Alaska",NA,0,NA,0,41,55,3
"162","AK","2011-04-09","Alaska",0,0,0,0,41,55,3
"163","AK","2011-08-15","Alaska",0,0,0,0,41,55,3
"164","AK","2012-04-15","Alaska",NA,0,NA,0,41,55,3
"165","AK","2012-02-07","Alaska",0,0,0,0,41,55,3
"166","AK","2012-09-20","Alaska",NA,0,97.5,0,41,55,3
"167","AK","2012-01-04","Alaska",0,0,0,0,41,55,3
"168","AK","2011-10-28","Alaska",0,0,0,0,41,55,3
"169","AK","2012-05-07","Alaska",NA,0,NA,0,41,55,3
"170","AK","2012-06-27","Alaska",NA,0,NA,0,41,55,3
"171","AK","2011-11-14","Alaska",0,0,0,0,41,55,3
"172","AK","2011-12-23","Alaska",0,0,0,0,41,55,3
"173","AK","2012-02-12","Alaska",0,0,0,0,41,55,3
"174","AK","2012-01-26","Alaska",0,0,0,0,41,55,3
"175","AK","2011-12-06","Alaska",0,0,0,0,41,55,3
"176","AK","2011-04-02","Alaska",0,0,0,0,41,55,3
"177","AK","2011-08-25","Alaska",0,0,0,0,41,55,3
"178","AK","2011-10-16","Alaska",0,0,0,0,41,55,3
"179","AK","2012-07-28","Alaska",NA,0,90,0,41,55,3
"180","AK","2012-07-11","Alaska",NA,0,90,0,41,55,3
"181","AK","2011-12-28","Alaska",0,0,0,0,41,55,3
"182","AK","2012-08-31","Alaska",NA,0,97.5,0,41,55,3
"183","AK","2012-08-10","Alaska",NA,0,90,0,41,55,3
"184","AK","2011-08-13","Alaska",0,0,0,0,41,55,3
"185","AK","2012-05-17","Alaska",NA,0,NA,0,41,55,3
"186","AK","2012-02-05","Alaska",0,0,0,0,41,55,3
"187","AK","2012-09-18","Alaska",NA,0,97.5,0,41,55,3
"188","AK","2012-01-02","Alaska",0,0,0,0,41,55,3
"189","AK","2012-07-29","Alaska",NA,0,90,0,41,55,3
"190","AK","2012-07-12","Alaska",NA,0,90,0,41,55,3
"191","AK","2012-05-05","Alaska",NA,0,NA,0,41,55,3
"192","AK","2012-09-01","Alaska",NA,0,97.5,0,41,55,3
"193","AK","2011-12-21","Alaska",0,0,0,0,41,55,3
"194","AK","2011-04-04","Alaska",0,0,0,0,41,55,3
"195","AK","2012-09-23","Alaska",NA,0,91.5,1,41,55,3
"196","AK","2012-01-07","Alaska",0,0,0,0,41,55,3
"197","AK","2012-08-03","Alaska",NA,0,90,0,41,55,3
"198","AK","2012-05-10","Alaska",NA,0,NA,0,41,55,3
"199","AK","2012-06-30","Alaska",NA,0,NA,0,41,55,3
"200","AK","2012-03-03","Alaska",NA,0,NA,0,41,55,3
"201","AK","2011-12-26","Alaska",0,0,0,0,41,55,3
"202","AK","2012-01-12","Alaska",0,0,0,0,41,55,3
"203","AK","2011-05-11","Alaska",0,0,0,0,41,55,3
"204","AK","2012-07-05","Alaska",NA,0,NA,0,41,55,3
"205","AK","2012-06-18","Alaska",NA,0,NA,0,41,55,3
"206","AK","2012-05-15","Alaska",NA,0,NA,0,41,55,3
"207","AK","2011-11-22","Alaska",0,0,0,0,41,55,3
"208","AK","2011-06-03","Alaska",0,0,0,0,41,55,3
"209","AK","2012-10-20","Alaska",NA,0,91.5,0,41,55,3
"210","AK","2011-11-27","Alaska",0,0,0,0,41,55,3
"211","AK","2011-12-14","Alaska",0,0,0,0,41,55,3
"212","AK","2011-04-10","Alaska",0,0,0,0,41,55,3
"213","AK","2012-06-06","Alaska",NA,0,NA,0,41,55,3
"214","AK","2012-04-16","Alaska",NA,0,NA,0,41,55,3
"215","AK","2012-02-08","Alaska",0,0,0,0,41,55,3
"216","AK","2011-02-18","Alaska",0,0,0,0,41,55,3
"217","AK","2012-10-25","Alaska",10,0,94,0,41,55,3
"218","AK","2011-05-22","Alaska",0,0,0,0,41,55,3
"219","AK","2012-07-15","Alaska",NA,0,90,0,41,55,3
"220","AK","2012-05-25","Alaska",NA,0,NA,0,41,55,3
"221","AK","2011-11-15","Alaska",0,0,0,0,41,55,3
"222","AK","2011-09-07","Alaska",0,0,0,0,41,55,3
"223","AK","2012-02-13","Alaska",0,0,0,0,41,55,3
"224","AK","2012-01-27","Alaska",0,0,0,0,41,55,3
"225","AK","2011-12-07","Alaska",0,0,0,0,41,55,3
"226","AK","2012-07-20","Alaska",NA,0,90,0,41,55,3
"227","AK","2012-05-13","Alaska",NA,0,NA,0,41,55,3
"228","AK","2011-10-17","Alaska",0,0,0,0,41,55,3
"229","AK","2012-02-01","Alaska",0,0,0,0,41,55,3
"230","AK","2012-09-14","Alaska",NA,0,97.5,0,41,55,3
"231","AK","2011-12-29","Alaska",0,0,0,0,41,55,3
"232","AK","2011-12-12","Alaska",0,0,0,0,41,55,3
"233","AK","2012-08-11","Alaska",NA,0,90,0,41,55,3
"234","AK","2012-06-04","Alaska",NA,0,NA,0,41,55,3
"235","AK","2012-05-18","Alaska",NA,0,NA,0,41,55,3
"236","AK","2011-08-31","Alaska",0,0,0,0,41,55,3
"237","AK","2011-02-16","Alaska",0,0,0,0,41,55,3
"238","AK","2012-10-23","Alaska",10,0,94,0,41,55,3
"239","AK","2011-05-20","Alaska",0,0,0,0,41,55,3
"240","AK","2012-07-13","Alaska",NA,0,90,0,41,55,3
"241","AK","2012-05-23","Alaska",NA,0,NA,0,41,55,3
"242","AK","2012-09-02","Alaska",NA,0,97.5,0,41,55,3
"243","AK","2011-03-27","Alaska",0,0,0,0,41,55,3
"244","AK","2012-09-07","Alaska",NA,0,97.5,0,41,55,3
"245","AK","2012-09-24","Alaska",NA,0,91.5,0,41,55,3
"246","AK","2012-01-08","Alaska",0,0,0,0,41,55,3
"247","AK","2012-08-04","Alaska",NA,0,90,0,41,55,3
"248","AK","2012-05-28","Alaska",NA,0,NA,0,41,55,3
"249","AK","2012-07-01","Alaska",NA,0,NA,0,41,55,3
"250","AK","2012-03-04","Alaska",NA,0,NA,0,41,55,3
"251","AK","2011-12-27","Alaska",0,0,0,0,41,55,3
"252","AK","2011-02-04","Alaska",0,0,0,0,41,55,3
"253","AK","2011-05-12","Alaska",0,0,0,0,41,55,3
"254","AK","2012-07-06","Alaska",NA,0,NA,0,41,55,3
"255","AK","2012-06-19","Alaska",NA,0,NA,0,41,55,3
"256","AK","2012-06-02","Alaska",NA,0,NA,0,41,55,3
"257","AK","2011-11-23","Alaska",0,0,0,0,41,55,3
"258","AK","2011-06-04","Alaska",0,0,0,0,41,55,3
"259","AK","2012-10-21","Alaska",10,2,94,2,41,55,3
"260","AK","2011-11-28","Alaska",0,0,0,0,41,55,3
"261","AK","2011-12-15","Alaska",0,0,0,0,41,55,3
"262","AK","2011-04-11","Alaska",0,0,0,0,41,55,3
"263","AK","2012-06-07","Alaska",NA,0,NA,0,41,55,3
"264","AK","2012-04-17","Alaska",NA,0,NA,0,41,55,3
"265","AK","2012-02-09","Alaska",0,0,0,0,41,55,3
"266","AK","2011-02-19","Alaska",0,0,0,0,41,55,3
"267","AK","2012-10-26","Alaska",10,0,94,0,41,55,3
"268","AK","2011-05-23","Alaska",0,0,0,0,41,55,3
"269","AK","2011-04-13","Alaska",0,0,0,0,41,55,3
"270","AK","2012-05-26","Alaska",NA,0,NA,0,41,55,3
"271","AK","2011-11-16","Alaska",0,0,0,0,41,55,3
"272","AK","2011-09-08","Alaska",0,0,0,0,41,55,3
"273","AK","2011-12-25","Alaska",0,0,0,0,41,55,3
"274","AK","2012-01-28","Alaska",0,0,0,0,41,55,3
"275","AK","2011-12-08","Alaska",0,0,0,0,41,55,3
"276","AK","2012-07-21","Alaska",NA,0,90,0,41,55,3
"277","AK","2012-05-31","Alaska",NA,0,NA,0,41,55,3
"278","AK","2011-11-21","Alaska",0,0,0,0,41,55,3
"279","AK","2012-02-02","Alaska",0,0,0,0,41,55,3
"280","AK","2012-09-15","Alaska",NA,0,97.5,0,41,55,3
"281","AK","2012-02-19","Alaska",0,0,0,0,41,55,3
"282","AK","2011-12-13","Alaska",0,0,0,0,41,55,3
"283","AK","2012-08-12","Alaska",NA,0,90,0,41,55,3
"284","AK","2012-06-05","Alaska",NA,0,NA,0,41,55,3
"285","AK","2012-05-19","Alaska",NA,0,NA,0,41,55,3
"286","AK","2011-09-01","Alaska",0,0,0,0,41,55,3
"287","AK","2011-02-17","Alaska",0,0,0,0,41,55,3
"288","AK","2012-10-24","Alaska",10,0,94,0,41,55,3
"289","AK","2011-05-21","Alaska",0,0,0,0,41,55,3
"290","AK","2012-07-14","Alaska",NA,0,90,0,41,55,3
"291","AK","2012-05-24","Alaska",NA,0,NA,0,41,55,3
"292","AK","2012-09-03","Alaska",NA,0,97.5,0,41,55,3
"293","AK","2011-03-28","Alaska",0,0,0,0,41,55,3
"294","AK","2012-09-08","Alaska",NA,0,97.5,0,41,55,3
"295","AK","2012-09-25","Alaska",NA,0,91.5,0,41,55,3
"296","AK","2012-01-09","Alaska",0,0,0,0,41,55,3
"297","AK","2012-08-05","Alaska",NA,0,90,0,41,55,3
"298","AK","2012-05-29","Alaska",NA,0,NA,0,41,55,3
"299","AK","2012-05-12","Alaska",NA,0,NA,0,41,55,3
"300","AK","2011-11-19","Alaska",0,0,0,0,41,55,3
"301","AK","2012-01-14","Alaska",0,0,0,0,41,55,3
"302","AK","2012-03-05","Alaska",NA,0,NA,0,41,55,3
"303","AK","2011-05-13","Alaska",0,0,0,0,41,55,3
"304","AK","2012-07-07","Alaska",NA,0,NA,0,41,55,3
"305","AK","2012-06-20","Alaska",NA,0,NA,0,41,55,3
"306","AK","2012-06-03","Alaska",NA,0,NA,0,41,55,3
"307","AK","2011-11-24","Alaska",0,0,0,0,41,55,3
"308","AK","2011-06-05","Alaska",0,0,0,0,41,55,3
"309","AK","2012-10-22","Alaska",10,0,94,0,41,55,3
"310","AK","2011-11-29","Alaska",0,0,0,0,41,55,3
"311","AK","2011-12-16","Alaska",0,0,0,0,41,55,3
"312","AK","2012-05-22","Alaska",NA,0,NA,0,41,55,3
"313","AK","2012-06-08","Alaska",NA,0,NA,0,41,55,3
"314","AK","2011-03-26","Alaska",0,0,0,0,41,55,3
"315","AK","2012-02-10","Alaska",0,0,0,0,41,55,3
"316","AK","2011-04-12","Alaska",0,0,0,0,41,55,3
"317","AK","2012-10-27","Alaska",10,0,94,0,41,55,3
"318","AK","2011-04-12","Alaska",0,0,0,0,41,55,3
"319","AK","2011-04-14","Alaska",0,0,0,0,41,55,3
"320","AK","2012-05-27","Alaska",NA,0,NA,0,41,55,3
"321","AK","2011-11-17","Alaska",0,0,0,0,41,55,3
"322","AK","2011-09-09","Alaska",0,0,0,0,41,55,3
"323","AK","2012-09-11","Alaska",NA,0,97.5,0,41,55,3
"324","AK","2012-01-29","Alaska",0,0,0,0,41,55,3
"325","AK","2011-12-09","Alaska",0,0,0,0,41,55,3
"326","AK","2012-07-22","Alaska",NA,0,90,0,41,55,3
"327","AK","2012-06-01","Alaska",NA,0,NA,0,41,55,3
"328","AK","2011-10-19","Alaska",0,0,0,0,41,55,3
"329","AK","2011-02-13","Alaska",0,0,0,0,41,55,3
"330","AK","2012-09-16","Alaska",NA,0,97.5,0,41,55,3
"331","AK","2012-02-20","Alaska",0,0,0,0,41,55,3
"332","AK","2011-05-17","Alaska",0,0,0,0,41,55,3
"333","AK","2012-08-13","Alaska",NA,0,90,0,41,55,3
"334","AK","2012-06-23","Alaska",NA,0,NA,0,41,55,3
"335","AK","2011-04-24","Alaska",0,0,0,0,41,55,3
"336","AK","2011-09-02","Alaska",0,0,0,0,41,55,3
"337","AK","2011-06-08","Alaska",0,0,0,0,41,55,3
"338","AK","2011-06-25","Alaska",0,0,0,0,41,55,3
"339","AK","2011-12-02","Alaska",0,0,0,0,41,55,3
"340","AK","2011-07-12","Alaska",0,0,0,0,41,55,3
"341","AK","2012-02-21","Alaska",0,0,0,0,41,55,3
"342","AK","2012-09-04","Alaska",NA,0,97.5,0,41,55,3
"343","AK","2011-03-29","Alaska",0,0,0,0,41,55,3
"344","AK","2011-07-17","Alaska",0,0,0,0,41,55,3
"345","AK","2012-09-26","Alaska",NA,0,91.5,0,41,55,3
"346","AK","2012-10-13","Alaska",NA,0,91.5,0,41,55,3
"347","AK","2012-08-06","Alaska",NA,0,90,0,41,55,3
"348","AK","2012-05-30","Alaska",NA,0,NA,0,41,55,3
"349","AK","2011-02-01","Alaska",0,0,0,0,41,55,3
"350","AK","2012-08-23","Alaska",NA,0,90,0,41,55,3
"351","AK","2012-03-06","Alaska",NA,0,NA,0,41,55,3
"352","AK","2011-07-22","Alaska",0,0,0,0,41,55,3
"353","AK","2011-05-14","Alaska",0,0,0,0,41,55,3
"354","AK","2012-07-08","Alaska",NA,0,NA,0,41,55,3
"355","AK","2012-06-21","Alaska",NA,0,NA,0,41,55,3
"356","AK","2011-04-22","Alaska",0,0,0,0,41,55,3
"357","AK","2011-11-25","Alaska",0,0,0,0,41,55,3
"358","AK","2011-06-06","Alaska",0,0,0,0,41,55,3
"359","AK","2011-06-23","Alaska",0,0,0,0,41,55,3
"360","AK","2011-11-30","Alaska",0,0,0,0,41,55,3
"361","AK","2011-12-17","Alaska",0,0,0,0,41,55,3
"362","AK","2011-07-23","Alaska",0,0,0,0,41,55,3
"363","AK","2012-06-09","Alaska",NA,0,NA,0,41,55,3
"364","AK","2012-04-19","Alaska",NA,0,NA,0,41,55,3
"365","AK","2011-09-05","Alaska",0,0,0,0,41,55,3
"366","AK","2011-02-21","Alaska",0,0,0,0,41,55,3
"367","AK","2012-10-28","Alaska",10,0,94,0,41,55,3
"368","AK","2011-05-25","Alaska",0,0,0,0,41,55,3
"369","AK","2011-04-15","Alaska",0,0,0,0,41,55,3
"370","AK","2011-01-25","Alaska",0,0,0,0,41,55,3
"371","AK","2011-11-18","Alaska",0,0,0,0,41,55,3
"372","AK","2012-01-13","Alaska",0,0,0,0,41,55,3
"373","AK","2012-09-12","Alaska",NA,0,97.5,0,41,55,3
"374","AK","2012-01-30","Alaska",0,0,0,0,41,55,3
"375","AK","2011-12-10","Alaska",0,0,0,0,41,55,3
"376","AK","2012-07-23","Alaska",NA,0,90,0,41,55,3
"377","AK","2011-04-20","Alaska",0,0,0,0,41,55,3
"378","AK","2011-10-20","Alaska",0,0,0,0,41,55,3
"379","AK","2011-08-29","Alaska",0,0,0,0,41,55,3
"380","AK","2011-06-21","Alaska",0,0,0,0,41,55,3
"381","AK","2012-07-02","Alaska",NA,0,NA,0,41,55,3
"382","AK","2011-05-18","Alaska",0,0,0,0,41,55,3
"383","AK","2012-08-14","Alaska",NA,0,90,0,41,55,3
"384","AK","2012-06-24","Alaska",NA,0,NA,0,41,55,3
"385","AK","2011-04-25","Alaska",0,0,0,0,41,55,3
"386","AK","2011-09-03","Alaska",0,0,0,0,41,55,3
"387","AK","2011-06-09","Alaska",0,0,0,0,41,55,3
"388","AK","2011-06-26","Alaska",0,0,0,0,41,55,3
"389","AK","2011-12-03","Alaska",0,0,0,0,41,55,3
"390","AK","2012-07-16","Alaska",NA,0,90,0,41,55,3
"391","AK","2012-02-22","Alaska",0,0,0,0,41,55,3
"392","AK","2012-09-05","Alaska",NA,0,97.5,0,41,55,3
"393","AK","2011-03-30","Alaska",0,0,0,0,41,55,3
"394","AK","2011-07-18","Alaska",0,0,0,0,41,55,3
"395","AK","2012-02-14","Alaska",0,0,0,0,41,55,3
"396","AK","2012-09-27","Alaska",NA,0,91.5,0,41,55,3
"397","AK","2012-08-07","Alaska",NA,0,90,0,41,55,3
"398","AK","2011-04-18","Alaska",0,0,0,0,41,55,3
"399","AK","2011-10-18","Alaska",0,0,0,0,41,55,3
"400","AK","2012-03-07","Alaska",NA,0,NA,0,41,55,3
"401","AK","2011-02-07","Alaska",0,0,0,0,41,55,3
"402","AK","2012-09-06","Alaska",NA,0,97.5,0,41,55,3
"403","AK","2011-05-15","Alaska",0,0,0,0,41,55,3
"404","AK","2011-11-26","Alaska",0,0,0,0,41,55,3
"405","AK","2012-06-22","Alaska",NA,0,NA,0,41,55,3
"406","AK","2011-04-23","Alaska",0,0,0,0,41,55,3
"407","AK","2011-10-23","Alaska",0,0,0,0,41,55,3
"408","AK","2011-06-07","Alaska",0,0,0,0,41,55,3
"409","AK","2011-06-24","Alaska",0,0,0,0,41,55,3
"410","AK","2011-12-01","Alaska",0,0,0,0,41,55,3
"411","AK","2011-12-18","Alaska",0,0,0,0,41,55,3
"412","AK","2011-07-24","Alaska",0,0,0,0,41,55,3
"413","AK","2012-06-10","Alaska",NA,0,NA,0,41,55,3
"414","AK","2012-04-20","Alaska",NA,0,NA,0,41,55,3
"415","AK","2011-09-06","Alaska",0,0,0,0,41,55,3
"416","AK","2011-02-22","Alaska",0,0,0,0,41,55,3
"417","AK","2012-10-29","Alaska",10,0,94,0,41,55,3
"418","AK","2011-05-26","Alaska",0,0,0,0,41,55,3
"419","AK","2011-04-16","Alaska",0,0,0,0,41,55,3
"420","AK","2011-01-26","Alaska",0,0,0,0,41,55,3
"421","AK","2011-03-07","Alaska",0,0,0,0,41,55,3
"422","AK","2011-02-05","Alaska",0,0,0,0,41,55,3
"423","AK","2012-09-13","Alaska",NA,0,97.5,0,41,55,3
"424","AK","2012-01-31","Alaska",0,0,0,0,41,55,3
