"day","statename","PriceD","VolumeD","PriceR","VolumeR","state"
"2006-11-14","North Carolina",40,0,40,0,"NC"
"2006-11-14","North Dakota",40,0,40,0,"ND"
"2006-11-14","Ohio",40,0,40,0,"OH"
"2006-11-14","Oklahoma",40,0,40,0,"OK"
"2006-11-14","Oregon",40,0,40,0,"OR"
"2006-11-14","Pennsylvania",40,0,40,0,"PA"
"2006-11-14","Rhode Island",40,0,40,0,"RI"
"2006-11-14","South Carolina",40,0,40,0,"SC"
"2006-11-14","South Dakota",40,0,40,0,"SD"
"2006-11-14","Tennessee",40,0,40,0,"TN"
"2006-11-14","Texas",40,0,40,0,"TX"
"2006-11-14","Utah",40,0,40,0,"UT"
"2006-11-14","Vermont",40,0,40,0,"VT"
"2006-11-14","Virginia",40,0,40,0,"VA"
"2006-11-14","Washington",40,0,40,0,"WA"
"2006-11-14","West Virginia",40,0,40,0,"WV"
"2006-11-14","Wisconsin",40,0,40,0,"WI"
"2006-11-14","Wyoming",40,0,40,0,"WY"
"2006-11-15","Alabama",40,0,40,0,"AL"
"2006-11-15","Alaska",40,0,40,0,"AK"
"2006-11-15","Arizona",40,10,40,10,"AZ"
"2006-11-15","Arkansas",40,0,40,0,"AR"
"2006-11-15","California",40,10,40,0,"CA"
"2006-11-15","Colorado",35,5,40,0,"CO"
"2006-11-15","Connecticut",40,10,40,0,"CT"
"2006-11-15","Delaware",40,0,40,0,"DE"
"2006-11-15","District of Columbia",33.3,0,33.3,0,"DC"
"2006-11-15","Florida",45,0,45,0,"FL"
"2006-11-15","Georgia",40,0,40,0,"GA"
"2006-11-15","Hawaii",40,0,40,0,"HI"
"2006-11-15","Idaho",40,0,40,0,"ID"
"2006-11-15","Illinois",40,0,40,0,"IL"
"2006-11-15","Indiana",40,0,40,0,"IN"
"2006-11-15","Iowa",40,0,40,0,"IA"
"2006-11-15","Kansas",40,0,40,0,"KS"
"2006-11-15","Kentucky",40,0,40,0,"KY"
"2006-11-15","Louisiana",40,0,40,0,"LA"
"2006-11-15","Maine",40,0,40,0,"ME"
"2006-11-15","Maryland",40,0,40,0,"MD"
"2006-11-15","Massachusetts",40,0,40,0,"MA"
"2006-11-15","Michigan",40,0,40,0,"MI"
"2006-11-15","Minnesota",40,0,40,0,"MN"
"2006-11-15","Mississippi",40,0,40,0,"MS"
"2006-11-15","Missouri",40,10,55,5,"MO"
"2006-11-15","Montana",40,0,40,0,"MT"
"2006-11-15","Nebraska",40,0,40,0,"NE"
"2006-11-15","Nevada",30,6,40,0,"NV"
"2006-11-15","New Hampshire",40,0,40,0,"NH"
"2006-11-15","New Jersey",40,5,40,0,"NJ"
"2006-11-15","New Mexico",60,10,40,0,"NM"
"2006-11-15","New York",85,1,40,0,"NY"
"2006-11-15","North Carolina",40,0,40,0,"NC"
"2006-11-15","North Dakota",40,0,40,0,"ND"
"2006-11-15","Ohio",40,0,40,0,"OH"
"2006-11-15","Oklahoma",10,5,40,0,"OK"
"2006-11-15","Oregon",40,0,25,7,"OR"
"2006-11-15","Pennsylvania",60,10,25,5,"PA"
"2006-11-15","Rhode Island",40,0,40,0,"RI"
"2006-11-15","South Carolina",40,0,40,0,"SC"
"2006-11-15","South Dakota",40,0,40,0,"SD"
"2006-11-15","Tennessee",40,0,40,0,"TN"
"2006-11-15","Texas",40,0,40,0,"TX"
"2006-11-15","Utah",40,0,40,0,"UT"
"2006-11-15","Vermont",40,0,40,0,"VT"
"2006-11-15","Virginia",40,0,70,5,"VA"
"2006-11-15","Washington",40,0,40,0,"WA"
"2006-11-15","West Virginia",40,0,40,0,"WV"
"2006-11-15","Wisconsin",40,0,40,0,"WI"
"2006-11-15","Wyoming",40,0,40,0,"WY"
"2006-11-16","Alabama",40,0,40,0,"AL"
"2006-11-16","Alaska",40,0,40,0,"AK"
"2006-11-16","Arizona",40,0,40,0,"AZ"
"2006-11-16","Arkansas",40,0,40,0,"AR"
"2006-11-16","California",40,0,40,0,"CA"
"2006-11-16","Colorado",35,0,40,5,"CO"
"2006-11-16","Connecticut",40,0,40,0,"CT"
"2006-11-16","Delaware",40,0,40,0,"DE"
"2006-11-16","District of Columbia",33.3,0,33.3,0,"DC"
"2006-11-16","Florida",45,0,45,0,"FL"
"2006-11-16","Georgia",40,0,40,0,"GA"
"2006-11-16","Hawaii",40,0,40,0,"HI"
"2006-11-16","Idaho",40,0,40,0,"ID"
"2006-11-16","Illinois",40,0,40,0,"IL"
"2006-11-16","Indiana",40,0,40,0,"IN"
"2006-11-16","Iowa",40,0,40,0,"IA"
"2006-11-16","Kansas",40,0,40,0,"KS"
"2006-11-16","Kentucky",40,0,40,0,"KY"
"2006-11-16","Louisiana",40,0,40,0,"LA"
"2006-11-16","Maine",40,0,40,0,"ME"
"2006-11-16","Maryland",40,0,40,10,"MD"
"2006-11-16","Massachusetts",40,0,40,0,"MA"
"2006-11-16","Michigan",40,0,40,0,"MI"
"2006-11-16","Minnesota",40,0,40,0,"MN"
"2006-11-16","Mississippi",40,0,40,0,"MS"
"2006-11-16","Missouri",40,0,55,5,"MO"
"2006-11-16","Montana",40,0,40,0,"MT"
"2006-11-16","Nebraska",40,0,40,0,"NE"
"2006-11-16","Nevada",30,0,40,5,"NV"
"2006-11-16","New Hampshire",40,0,40,0,"NH"
"2006-11-16","New Jersey",40,5,40,0,"NJ"
"2006-11-16","New Mexico",60,0,40,0,"NM"
"2006-11-16","New York",85,0,40,0,"NY"
"2006-11-16","North Carolina",40,0,40,0,"NC"
"2006-11-16","North Dakota",40,0,40,0,"ND"
"2006-11-16","Ohio",40,0,40,0,"OH"
"2006-11-16","Oklahoma",10,0,40,0,"OK"
"2006-11-16","Oregon",40,0,25,0,"OR"
"2006-11-16","Pennsylvania",60,0,25,0,"PA"
"2006-11-16","Rhode Island",40,0,40,0,"RI"
"2006-11-16","South Carolina",40,0,40,0,"SC"
"2006-11-16","South Dakota",40,0,40,0,"SD"
"2006-11-16","Tennessee",40,5,40,0,"TN"
"2006-11-16","Texas",40,0,40,0,"TX"
"2006-11-16","Utah",40,0,40,0,"UT"
"2006-11-16","Vermont",40,0,40,0,"VT"
"2006-11-16","Virginia",40,0,70,0,"VA"
"2006-11-16","Washington",40,0,40,0,"WA"
"2006-11-16","West Virginia",40,0,40,0,"WV"
"2006-11-16","Wisconsin",40,0,40,0,"WI"
"2006-11-16","Wyoming",40,0,40,0,"WY"
"2006-11-17","Alabama",40,0,40,0,"AL"
"2006-11-17","Alaska",40,0,40,0,"AK"
"2006-11-17","Arizona",40,0,40,0,"AZ"
"2006-11-17","Arkansas",40,0,40,0,"AR"
"2006-11-17","California",40,0,40,10,"CA"
"2006-11-17","Colorado",35,0,40,0,"CO"
"2006-11-17","Connecticut",40,0,40,0,"CT"
"2006-11-17","Delaware",40,0,40,0,"DE"
"2006-11-17","District of Columbia",33.3,0,33.3,0,"DC"
"2006-11-17","Florida",45,0,45,0,"FL"
"2006-11-17","Georgia",40,0,40,0,"GA"
"2006-11-17","Hawaii",40,0,40,0,"HI"
"2006-11-17","Idaho",40,0,40,0,"ID"
"2006-11-17","Illinois",40,0,40,0,"IL"
"2006-11-17","Indiana",40,0,40,0,"IN"
"2006-11-17","Iowa",40,0,40,0,"IA"
"2006-11-17","Kansas",40,0,40,0,"KS"
"2006-11-17","Kentucky",40,0,40,0,"KY"
"2006-11-17","Louisiana",40,0,40,0,"LA"
"2006-11-17","Maine",40,0,40,10,"ME"
"2006-11-17","Maryland",40,0,40,10,"MD"
"2006-11-17","Massachusetts",90,8,40,0,"MA"
"2006-11-17","Michigan",40,0,40,0,"MI"
"2006-11-17","Minnesota",40,0,40,0,"MN"
"2006-11-17","Mississippi",40,0,40,0,"MS"
"2006-11-17","Missouri",40,0,55,0,"MO"
"2006-11-17","Montana",40,0,40,0,"MT"
"2006-11-17","Nebraska",40,0,90,10,"NE"
"2006-11-17","Nevada",30,4,70,5,"NV"
"2006-11-17","New Hampshire",40,0,40,0,"NH"
"2006-11-17","New Jersey",80,10,40,0,"NJ"
"2006-11-17","New Mexico",60,0,40,0,"NM"
"2006-11-17","New York",85,0,40,0,"NY"
"2006-11-17","North Carolina",40,0,40,0,"NC"
"2006-11-17","North Dakota",40,0,40,0,"ND"
"2006-11-17","Ohio",40,0,40,0,"OH"
"2006-11-17","Oklahoma",10,0,90,5,"OK"
"2006-11-17","Oregon",40,0,25,0,"OR"
"2006-11-17","Pennsylvania",60,0,25,0,"PA"
"2006-11-17","Rhode Island",40,0,40,0,"RI"
"2006-11-17","South Carolina",40,0,40,0,"SC"
"2006-11-17","South Dakota",40,0,40,0,"SD"
"2006-11-17","Tennessee",40,0,40,0,"TN"
"2006-11-17","Texas",40,0,40,0,"TX"
"2006-11-17","Utah",40,0,40,0,"UT"
"2006-11-17","Vermont",40,0,40,0,"VT"
"2006-11-17","Virginia",40,5,70,0,"VA"
"2006-11-17","Washington",40,0,40,0,"WA"
"2006-11-17","West Virginia",40,0,40,0,"WV"
"2006-11-17","Wisconsin",40,0,40,0,"WI"
"2006-11-17","Wyoming",40,0,40,0,"WY"
"2006-11-18","Alabama",40,0,40,0,"AL"
"2006-11-18","Alaska",40,0,40,0,"AK"
"2006-11-18","Arizona",40,0,40,0,"AZ"
"2006-11-18","Arkansas",40,0,40,0,"AR"
"2006-11-18","California",40,0,40,0,"CA"
"2006-11-18","Colorado",35,0,40,0,"CO"
"2006-11-18","Connecticut",40,0,40,0,"CT"
"2006-11-18","Delaware",40,0,40,0,"DE"
"2006-11-18","District of Columbia",33.3,0,33.3,0,"DC"
"2006-11-18","Florida",45,0,45,0,"FL"
"2006-11-18","Georgia",40,0,40,0,"GA"
"2006-11-18","Hawaii",40,0,40,0,"HI"
"2006-11-18","Idaho",40,0,40,0,"ID"
"2006-11-18","Illinois",40,0,40,0,"IL"
"2006-11-18","Indiana",40,0,40,0,"IN"
"2006-11-18","Iowa",40,0,40,0,"IA"
"2006-11-18","Kansas",40,0,40,0,"KS"
"2006-11-18","Kentucky",40,0,40,0,"KY"
"2006-11-18","Louisiana",40,0,40,0,"LA"
"2006-11-18","Maine",40,0,40,0,"ME"
"2006-11-18","Maryland",40,0,40,0,"MD"
"2006-11-18","Massachusetts",90,0,40,0,"MA"
"2006-11-18","Michigan",40,0,40,0,"MI"
"2006-11-18","Minnesota",40,0,40,0,"MN"
"2006-11-18","Mississippi",40,0,40,0,"MS"
"2006-11-18","Missouri",40,0,55,0,"MO"
"2006-11-18","Montana",40,0,40,0,"MT"
"2006-11-18","Nebraska",40,0,90,0,"NE"
"2006-11-18","Nevada",30,0,70,0,"NV"
"2006-11-18","New Hampshire",40,0,40,0,"NH"
"2006-11-18","New Jersey",75,1,40,0,"NJ"
"2006-11-18","New Mexico",60,0,40,0,"NM"
"2006-11-18","New York",85,0,40,0,"NY"
"2006-11-18","North Carolina",40,0,40,0,"NC"
"2006-11-18","North Dakota",40,0,40,0,"ND"
"2006-11-18","Ohio",40,0,40,0,"OH"
"2006-11-18","Oklahoma",10,0,90,0,"OK"
"2006-11-18","Oregon",40,0,25,0,"OR"
"2006-11-18","Pennsylvania",60,0,25,0,"PA"
"2006-11-18","Rhode Island",40,0,40,0,"RI"
"2006-11-18","South Carolina",40,0,40,0,"SC"
"2006-11-18","South Dakota",40,0,40,0,"SD"
"2006-11-18","Tennessee",40,0,40,0,"TN"
"2006-11-18","Texas",40,0,40,0,"TX"
"2006-11-18","Utah",40,0,40,0,"UT"
"2006-11-18","Vermont",40,0,40,0,"VT"
"2006-11-18","Virginia",40,0,70,0,"VA"
"2006-11-18","Washington",40,0,40,0,"WA"
"2006-11-18","West Virginia",40,0,40,0,"WV"
"2006-11-18","Wisconsin",40,0,40,0,"WI"
"2006-11-18","Wyoming",40,0,40,0,"WY"
"2006-11-19","Alabama",40,0,40,0,"AL"
"2006-11-19","Alaska",40,0,40,0,"AK"
"2006-11-19","Arizona",40,0,40,0,"AZ"
"2006-11-19","Arkansas",40,0,40,0,"AR"
"2006-11-19","California",40,0,40,0,"CA"
"2006-11-19","Colorado",35,0,40,0,"CO"
"2006-11-19","Connecticut",40,0,40,0,"CT"
"2006-11-19","Delaware",40,0,40,0,"DE"
"2006-11-19","District of Columbia",33.3,0,33.3,0,"DC"
"2006-11-19","Florida",45,0,45,0,"FL"
"2006-11-19","Georgia",40,0,40,0,"GA"
"2006-11-19","Hawaii",40,0,40,0,"HI"
"2006-11-19","Idaho",40,0,40,0,"ID"
"2006-11-19","Illinois",40,0,40,0,"IL"
"2006-11-19","Indiana",40,0,40,0,"IN"
"2006-11-19","Iowa",40,0,40,0,"IA"
"2006-11-19","Kansas",40,0,40,0,"KS"
"2006-11-19","Kentucky",40,0,40,0,"KY"
"2006-11-19","Louisiana",40,0,40,0,"LA"
"2006-11-19","Maine",40,0,40,0,"ME"
"2006-11-19","Maryland",40,0,40,0,"MD"
"2006-11-19","Massachusetts",90,0,40,0,"MA"
"2006-11-19","Michigan",40,0,40,0,"MI"
"2006-11-19","Minnesota",40,0,40,0,"MN"
"2006-11-19","Mississippi",40,0,40,0,"MS"
"2006-11-19","Missouri",40,0,55,0,"MO"
"2006-11-19","Montana",40,0,40,0,"MT"
"2006-11-19","Nebraska",40,0,90,0,"NE"
"2006-11-19","Nevada",30,0,70,0,"NV"
"2006-11-19","New Hampshire",40,0,40,0,"NH"
"2006-11-19","New Jersey",75,0,40,0,"NJ"
"2006-11-19","New Mexico",60,0,40,0,"NM"
"2006-11-19","New York",85,0,40,0,"NY"
"2006-11-19","North Carolina",40,0,40,0,"NC"
"2006-11-19","North Dakota",40,0,40,0,"ND"
"2006-11-19","Ohio",40,0,40,0,"OH"
"2006-11-19","Oklahoma",10,0,90,0,"OK"
"2006-11-19","Oregon",40,0,25,0,"OR"
"2006-11-19","Pennsylvania",60,0,25,0,"PA"
"2006-11-19","Rhode Island",40,0,40,0,"RI"
"2006-11-19","South Carolina",40,0,40,0,"SC"
"2006-11-19","South Dakota",40,0,40,0,"SD"
"2006-11-19","Tennessee",40,0,40,0,"TN"
"2006-11-19","Texas",40,0,40,0,"TX"
"2006-11-19","Utah",40,0,40,0,"UT"
"2006-11-19","Vermont",40,0,40,0,"VT"
"2006-11-19","Virginia",40,0,70,0,"VA"
"2006-11-19","Washington",40,0,40,0,"WA"
"2006-11-19","West Virginia",40,0,40,0,"WV"
"2006-11-19","Wisconsin",40,0,40,0,"WI"
"2006-11-19","Wyoming",40,0,40,0,"WY"
"2006-11-20","Alabama",10,0,90,0,"AL"
"2006-11-20","Alaska",15,0,85,0,"AK"
"2006-11-20","Arizona",30,0,70,0,"AZ"
"2006-11-20","Arkansas",25,0,75,0,"AR"
"2006-11-20","California",85,0,15,0,"CA"
"2006-11-20","Colorado",30,0,70,0,"CO"
"2006-11-20","Connecticut",85,0,15,0,"CT"
"2006-11-20","Delaware",85,0,15,0,"DE"
"2006-11-20","District of Columbia",96,0,2,0,"DC"
"2006-11-20","Florida",50,0,50,0,"FL"
"2006-11-20","Georgia",15,0,85,0,"GA"
"2006-11-20","Hawaii",90,0,10,0,"HI"
"2006-11-20","Idaho",10,0,90,0,"ID"
"2006-11-20","Illinois",85,0,15,0,"IL"
"2006-11-20","Indiana",20,0,80,0,"IN"
"2006-11-20","Iowa",50,0,50,0,"IA"
"2006-11-20","Kansas",20,0,80,0,"KS"
"2006-11-20","Kentucky",15,0,85,0,"KY"
"2006-11-20","Louisiana",20,0,80,0,"LA"
"2006-11-20","Maine",71,0,29,0,"ME"
"2006-11-20","Maryland",85,0,15,0,"MD"
"2006-11-20","Massachusetts",90,0,10,0,"MA"
"2006-11-20","Michigan",75,0,25,0,"MI"
"2006-11-20","Minnesota",70,0,30,0,"MN"
"2006-11-20","Mississippi",10,0,90,0,"MS"
"2006-11-20","Missouri",45,0,55,0,"MO"
"2006-11-20","Montana",15,0,85,0,"MT"
"2006-11-20","Nebraska",15,0,85,0,"NE"
"2006-11-20","Nevada",35,0,69,0,"NV"
"2006-11-20","New Hampshire",65,0,35,0,"NH"
"2006-11-20","New Jersey",75,0,24,0,"NJ"
"2006-11-20","New Mexico",60,0,40,0,"NM"
"2006-11-20","New York",85,1,15,0,"NY"
"2006-11-20","North Carolina",20,0,80,0,"NC"
"2006-11-20","North Dakota",10,0,90,0,"ND"
"2006-11-20","Ohio",50,0,50,0,"OH"
"2006-11-20","Oklahoma",15,0,85,0,"OK"
"2006-11-20","Oregon",80,0,20,0,"OR"
"2006-11-20","Pennsylvania",75,0,25,10,"PA"
"2006-11-20","Rhode Island",90,0,10,0,"RI"
"2006-11-20","South Carolina",15,0,85,0,"SC"
"2006-11-20","South Dakota",15,0,85,0,"SD"
"2006-11-20","Tennessee",25,0,75,0,"TN"
"2006-11-20","Texas",10,0,85,5,"TX"
"2006-11-20","Utah",10,0,90,0,"UT"
"2006-11-20","Vermont",85,0,15,0,"VT"
"2006-11-20","Virginia",35,0,65,0,"VA"
"2006-11-20","Washington",75,0,25,0,"WA"
"2006-11-20","West Virginia",25,0,75,0,"WV"
"2006-11-20","Wisconsin",65,0,35,0,"WI"
"2006-11-20","Wyoming",10,0,90,0,"WY"
"2006-11-21","Alabama",10,0,90,0,"AL"
"2006-11-21","Alaska",15,0,85,0,"AK"
"2006-11-21","Arizona",30,0,70,0,"AZ"
"2006-11-21","Arkansas",25,0,75,0,"AR"
"2006-11-21","California",85,0,15,0,"CA"
"2006-11-21","Colorado",30,0,70,0,"CO"
"2006-11-21","Connecticut",85,0,15,0,"CT"
"2006-11-21","Delaware",85,0,15,0,"DE"
"2006-11-21","District of Columbia",96,0,2,0,"DC"
"2006-11-21","Florida",50,0,50,0,"FL"
"2006-11-21","Georgia",15,0,85,0,"GA"
"2006-11-21","Hawaii",85,10,15,10,"HI"
"2006-11-21","Idaho",10,0,90,0,"ID"
"2006-11-21","Illinois",85,0,15,0,"IL"
"2006-11-21","Indiana",20,0,80,0,"IN"
"2006-11-21","Iowa",50,0,50,0,"IA"
"2006-11-21","Kansas",20,0,80,0,"KS"
"2006-11-21","Kentucky",15,0,85,0,"KY"
"2006-11-21","Louisiana",20,0,80,0,"LA"
"2006-11-21","Maine",71,0,29,0,"ME"
"2006-11-21","Maryland",85,0,15,0,"MD"
"2006-11-21","Massachusetts",90,0,10,0,"MA"
"2006-11-21","Michigan",75,0,25,0,"MI"
"2006-11-21","Minnesota",70,0,30,0,"MN"
"2006-11-21","Mississippi",10,0,90,0,"MS"
"2006-11-21","Missouri",45,0,55,0,"MO"
"2006-11-21","Montana",15,0,85,0,"MT"
"2006-11-21","Nebraska",15,0,85,0,"NE"
"2006-11-21","Nevada",35,0,69,0,"NV"
"2006-11-21","New Hampshire",65,0,35,0,"NH"
"2006-11-21","New Jersey",75,0,24,0,"NJ"
"2006-11-21","New Mexico",60,0,40,0,"NM"
"2006-11-21","New York",85,0,15,0,"NY"
"2006-11-21","North Carolina",20,0,80,0,"NC"
"2006-11-21","North Dakota",10,0,90,0,"ND"
"2006-11-21","Ohio",50,0,50,0,"OH"
"2006-11-21","Oklahoma",15,0,85,0,"OK"
"2006-11-21","Oregon",80,0,20,0,"OR"
"2006-11-21","Pennsylvania",75,0,25,0,"PA"
"2006-11-21","Rhode Island",90,0,10,0,"RI"
"2006-11-21","South Carolina",15,0,85,0,"SC"
"2006-11-21","South Dakota",15,0,85,0,"SD"
"2006-11-21","Tennessee",25,0,75,0,"TN"
"2006-11-21","Texas",10,0,85,0,"TX"
"2006-11-21","Utah",10,0,90,0,"UT"
"2006-11-21","Vermont",85,0,15,0,"VT"
"2006-11-21","Virginia",35,0,65,0,"VA"
"2006-11-21","Washington",75,0,25,0,"WA"
"2006-11-21","West Virginia",25,0,75,0,"WV"
"2006-11-21","Wisconsin",65,0,35,0,"WI"
"2006-11-21","Wyoming",10,0,90,0,"WY"
"2006-11-22","Alabama",10,0,90,0,"AL"
"2006-11-22","Alaska",15,0,85,0,"AK"
"2006-11-22","Arizona",30,0,70,0,"AZ"
"2006-11-22","Arkansas",25,0,75,0,"AR"
"2006-11-22","California",85,0,15,0,"CA"
"2006-11-22","Colorado",30,0,70,0,"CO"
"2006-11-22","Connecticut",85,0,15,0,"CT"
"2006-11-22","Delaware",85,0,15,0,"DE"
"2006-11-22","District of Columbia",96,0,2,0,"DC"
"2006-11-22","Florida",50,0,50,0,"FL"
"2006-11-22","Georgia",15,0,85,0,"GA"
"2006-11-22","Hawaii",85,0,15,0,"HI"
"2006-11-22","Idaho",10,0,90,0,"ID"
"2006-11-22","Illinois",85,0,15,0,"IL"
"2006-11-22","Indiana",20,0,80,0,"IN"
"2006-11-22","Iowa",50,0,50,0,"IA"
